domain,has_booking,booking_platform,reasoning,source,provider_name,country_name,continent
rrobertsonandson.com,f,,"The website only provides contact forms and enquiry links, with no direct online booking or payment options.",llm_markdown_v1,R Robertson & Son,United Kingdom,EU
24hoursinsydney.com.au,t,FareHarbor,"The website uses an iframe from FareHarbor, indicating an online booking system is available.",llm_html,,Australia,OC
calagononecrociere.it,t,,"The site has a clear booking button for purchasing tickets, indicating online booking capability.",llm_html,Nuovo Consorzio Trasporti Marittimi,Italy,EU
air-service-berlin.de,t,,"The site has clear booking UI elements like 'Book now' buttons and descriptions of experiences, but no known booking platform was found.",llm_html,Air Service Berlin Cfh,Germany,EU
kotatuli.fi,t,Stripe,"The website allows direct booking and payment through Stripe, indicating an online booking system.",llm_markdown_v1,Kotatuli,Finland,EU
madeirawatersports.com,t,,"The site has multiple 'Book now' buttons for activities, indicating an online booking system, but no known platform was identified.",llm_html,Madeira Watersports,Portugal,EU
gosharkazores.com,t,,"The site has multiple 'BOOK NOW' buttons and clear activity descriptions, indicating a booking system, but no known platform was found.",llm_html,Go Shark Azores,Portugal,EU
riverboat-heidelberg.de,t,,"The site has multiple 'Jetzt buchen' buttons leading to booking pages, indicating online booking capability.",llm_html,Riverboat Event,Germany,EU
1692beforeandafter.com,t,FareHarbor,"The website uses an iframe from fareharbor.com, indicating an online booking system is available.",llm_html,,,NA
storytourist.com,t,,"The site has 'Add to cart' buttons and a shopping cart flow, indicating online booking capability.",llm_html,Velodrom Ab,Finland,EU
fastropemadeira.com,t,,"The site has a date picker, participant selector, and multiple 'Book now' buttons indicating online booking capability.",llm_html,"LuíS, Leonel & David",Portugal,EU
picster.co,t,FareHarbor,"The website uses an iframe from fareharbor.com, indicating an online booking system.",llm_html,Picster,Netherlands,SA
enjoythearctic.no,t,,"The website offers direct booking options for tours with clear 'Book Now' links, indicating an online booking system.",llm_markdown_v1,Enjoy The Arctic,Norway,EU
safariclub.gr,t,,"The site has clear booking UI elements like 'Book now' buttons and a shopping cart, but no known booking platform was identified.",llm_html,Safari Club,Greece,EU
framtours.net,t,Rezdy,"The site has a link to Rezdy for booking activities, indicating an online booking capability.",llm_html,Fram Tours,Norway,EU
theeasywayvalencia.com,f,,No clear booking system or known platform found; only links to rental pages without booking functionality.,llm_html,The Easy Way,Spain,EU
pompeiitourguide.com,t,,"The site has a 'Book now' button that leads to a booking page, indicating online booking capability.",llm_html,Ai Re Pazzi,Italy,EU
meridian4people.pt,t,,"The site has clear booking UI with multiple 'Book now' buttons and pricing displayed, indicating online booking capability.",llm_html,Meridian4people,Portugal,EU
animatoscana.it,t,,"The site has a booking form with options to search and select tours, indicating online booking capability.",llm_html,Anima Toscana,Italy,EU
yorkpass.com,t,,"The site has a 'Buy Visit York Pass' button that leads to a purchase page, indicating online booking capability.",llm_html,Make It York Limited,United Kingdom,EU
kangelo.com,t,,"The website has a date picker and a 'Search' button indicating booking capability, but no known platform was found.",llm_html,Kangelo Adventures,,EU
3zero.it,t,,"The website offers a 'Book Now' option for wine tastings, indicating an online booking system.",llm_markdown_v1,3zero,Italy,EU
saltireexecutivetravel.com,t,,"The site has multiple 'Book your tour' buttons leading to booking pages, indicating online booking capability.",llm_html,Saltire Executive Golf,United Kingdom,EU
positanofishingexperience.it,f,,The website only provides a contact form for inquiries and does not have an online booking system.,llm_markdown_v1,Positano Fishing Experience,Italy,EU
oslowalkingtours.com,f,,The website does not display any online booking system or payment options for tours.,llm_markdown_v1,Oslo Walking,,
flug-taxi.ch,t,,"The site allows online registration for experiences with clear booking UI, but no known booking platform was identified.",llm_html,Flug-Taxi,Switzerland,EU
gardatours.com,t,,The website offers direct booking options for scheduled tours with prices and 'Discover' buttons leading to checkout.,llm_markdown_v1,Garda Tours,Italy,EU
ladolcevienna.at,t,,"The site includes a section to select experiences and dates for reservations, indicating an online booking system.",llm_markdown_v1,La Dolce Vienna,Austria,EU
brezntours.de,t,brezntours.de,"The website includes direct booking links for tours, indicating an online booking system.",llm_markdown_v1,Brezntours,Germany,EU
asftravel.com,t,,"The site has a reservation form and 'Book Now' buttons, indicating online booking capability without a known platform.",llm_html,Asf,France,EU
sorrento-tourservice.it,f,,The website does not have an online booking system; it only offers contact forms and phone numbers for inquiries.,llm_markdown_v1,D'Auria Paolo,Italy,EU
venereboattours.com,t,,"The site has a contact form for booking inquiries and mentions personalized tours, indicating booking capability.",llm_html,Venere Boat Tours,Italy,EU
pierschool.it,f,,The website does not have an online booking system; it only provides contact information for inquiries.,llm_markdown_v1,Pierschool,Italy,EU
hellenicprivatetours.com,t,,"The site has multiple 'Book Now' buttons and clear booking UI, but no known booking platform was identified.",llm_html,H.P.Tours,Greece,EU
christospapphotography.com,f,,The website does not provide an online booking system; it only mentions contact details for inquiries.,llm_markdown_v1,Christos Pap Photography,Greece,EU
bootla.pt,t,FareHarbor,"The website uses an iframe from fareharbor.com, indicating an online booking system is in place.",llm_html,Bootla Tours,Portugal,EU
mountain-ride.com,t,FareHarbor,"The website uses an iframe from fareharbor.com, indicating an online booking system is available.",llm_html,Mountainride La Palma,Netherlands,EU
discoverlithuania.biz,t,,"The site mentions 'super easy online booking' and has multiple 'Learn More' buttons, indicating booking capability.",llm_html,Discover Lithuania,Lithuania,EU
amalficoastmyway.com,t,,"The site has a booking form with a date picker, participant selector, and a submit button, indicating booking capability.",llm_html,Amalfi Coast My Way,Italy,EU
xltour.fr,f,,No booking system or UI elements found; only a call to action to book without a direct booking interface.,llm_html,Xl Tour,France,EU
chiantiwinetour.com,t,,"The site has a 'BOOK NOW' button and mentions 'Easy & Secure Booking' and 'Instant confirmation', indicating online booking capability.",llm_html,Fun In Tuscany,Italy,EU
londontopsightstours.com,t,Rezdy,The site has multiple 'BOOK NOW' buttons linking to Rezdy for booking tours directly.,llm_html,Top Sights Tours,United Kingdom,EU
bathbeertours.com,t,,"The site has a 'Book Now' button linking to a booking page, indicating online booking capability.",llm_html,Bath Beer Tours,United Kingdom,EU
apollon-seacrets.gr,t,,"The site has multiple 'BOOK NOW' buttons, indicating a booking UI, but no known booking platform was found.",llm_html,Apollon Seacrets,Greece,EU
biketournapoli.com,t,,"The site has clear booking options with buttons to 'rent a bike' and 'book the kayak', indicating online booking capability.",llm_html,Birev,Italy,EU
ragitour.com,t,,"The site has a 'BOOK NOW' button that leads to a booking page, indicating online booking capability.",llm_html,Ra.Gi.Tour,Italy,EU
greece-revealed.com,f,,The website does not have an online booking system; it only offers a 'Request Quote' option.,llm_markdown_v1,Greece Revealed,Greece,EU
elixir-vitae.eu,f,,No clear booking system or UI signals found; only links to more information about training programs.,llm_html,Elixir Vitae Studio,France,EU
mybesttour.com,t,FareHarbor,"The website uses an iframe from fareharbor.com, indicating an online booking system.",llm_html,My Best Tour,Netherlands,EU
prestige-evasion.com,t,,"The site has a date picker and a 'RECHERCHER' button for booking, indicating online booking capability.",llm_html,Prestige Evasion,France,EU
camaleontours.es,t,FareHarbor,"The website uses an iframe from FareHarbor, indicating an online booking system is available.",llm_html,Camaleon Tours Spain,Spain,EU
goquestadventures.com,f,,The scraped content does not indicate an online booking system; it lacks booking buttons or checkout features.,llm_markdown_v1,Go Quest Adventures Limited,United Kingdom,EU
cambridgepuntcompany.co.uk,t,,"The site has 'Book now' buttons for tours, indicating online booking capability, but no known booking platform was identified.",llm_html,Cambridge Punting Company,United Kingdom,EU
caseneuvemaxicatamaran.com,t,,The site has clear booking UI with multiple 'Réserver' buttons and options for selecting activities and pricing.,llm_html,Caseneuve Maxi Catamaran,France,EU
portosantobuggy.com,t,,"The site has multiple 'Reservar' buttons leading to booking pages, indicating an online booking system.",llm_html,Oporto Buggy Adventure,Portugal,EU
azoresholidays.pt,t,FareHarbor,The website has a 'Book now Activities!' button linking to FareHarbor for online bookings.,llm_html,Anc Azores Holidays,,
bluecavetours.com,t,,"The site has a 'Book now' button with a link to a booking page, indicating online booking capability.",llm_html,Misericordia,Croatia,EU
experiencebellavita.com,t,FareHarbor,"The website uses FareHarbor for booking, indicated by the presence of a checkout and cart system.",llm_markdown_v1,Experience Bellavita,Italy,EU
croatia-adventure.com,t,,"The site has clear booking UI with options to book experiences, but no known booking platform was identified.",llm_html,Dal Mare,Croatia,EU
basqueguides.com,f,,The website does not display any online booking system or direct payment options; it primarily offers contact information for inquiries.,llm_markdown_v1,Basque Guides,Spain,NA
lokafy.com,t,,"The site has a 'Book a Tour' button, indicating booking capability, but no known platform integration was found.",llm_html,Lokafy,Canada,NA
sailingexperiencebcn.com,t,,"The site has a booking form with guest selection and 'Add to cart' buttons, indicating direct booking capability.",llm_html,Sail Experience Holiday,Spain,EU
segwaycitytoursamsterdam.com,t,,"The site has multiple 'Book now' buttons and clear booking UI, but no known booking platform integration.",llm_html,Segway City Tours Amsterdam,Netherlands,EU
darktalesofyork.com,t,TripAdmit,The site has a 'Book Now' button linking to TripAdmit for booking and payment.,llm_html,Dark Tales Of York,United Kingdom,EU
vilosquads.com,t,,"The site has multiple 'BOOK' buttons with prices displayed, indicating an online booking system, but no known platform was identified.",llm_html,Vilosquads,Spain,EU
aureliabikes.com,t,,"The site has clear booking UI with options to book a guided tour and rent an e-bike, but no known booking platform was found.",llm_html,Aurelia,Greece,EU
photoexploring.com,t,FareHarbor,"The website uses FareHarbor's iframe for booking, indicating online booking capability.",llm_html,Better Moments,Netherlands,EU
santoriniridingcenter.com,t,,"The site has a 'Reservation' button indicating booking capability, but no known platform was identified.",llm_html,Anastasopoulos Alexandros,Greece,EU
lexaexcursions.com,t,,"The site has multiple 'Book now' buttons with prices displayed, indicating a booking system, but no known platform was found.",llm_html,Travel Intentions,Italy,EU
madrid-segway.com,t,,"The site has multiple 'Reserve now' buttons and links to book tours, indicating online booking capability.",llm_html,Madrid Segway,Spain,EU
cooperativaterracha.pt,t,,"The site has a date picker, a booking form, and a submit button indicating online booking capability.",llm_html,Cooperativa Terra Chã,Portugal,EU
offshore-surfschool.com,t,Rezgo,"Found a booking link for surf school bookings, indicating an online booking system.",llm_html,Offshore Surf School,Portugal,EU
greenlinetours.com,t,,"The site has clear booking UI with 'Discover more' buttons leading to tour details, indicating online booking capability.",llm_html,Green Line Tours,Italy,EU
nautipic.com,t,,"The website has links to view prices and book experiences directly, indicating an online booking system.",llm_markdown_v1,Comercial Trck,Spain,EU
swanky-travel.com,f,,The website uses inquiry forms for booking instead of an online booking system.,llm_markdown_v1,Destinacija Senzacija,Croatia,EU
manosdodouro.pt,t,,"The website has clear booking UI with links to experiences and pricing, but no known booking platform was identified.",llm_html,Manos Do Douro,Portugal,EU
opplevhellesylt.no,t,,"The website has multiple 'Book now' buttons linked to specific activities, indicating an online booking system.",llm_html,Outdoor Hellesylt,Norway,EU
mattarahkka.se,t,Rezdy,"The site features a date picker, 'Book Now' buttons, and pricing, indicating an online booking system via Rezdy.",llm_markdown_v1,Arctic Heli,Sweden,EU
bonitadamadeira.com,t,,"The site has multiple 'Book Now' buttons linked to specific tours, indicating an online booking system.",llm_html,Bonita Da Madeira,Portugal,OC
aaacars.co.uk,t,,"The site has a booking form for fixed rates and a journey planner, indicating online booking capability.",llm_html,Aaa Cars (Southern),United Kingdom,EU
hvarcruise.com,t,,"The site has multiple 'Book Now' buttons and mentions booking tours, but no known booking platform is embedded.",llm_html,Hvarcruise Boat Tours & Transfers,Croatia,EU
kingtours-versailles.com,t,,"The site has 'Book Now' buttons linking to a shop page, indicating online booking capability.",llm_html,Kingtours,France,EU
epic-canyon.ch,t,,"The website has an online booking system with a date picker and 'Réserver' buttons, allowing customers to book experiences directly.",llm_markdown_v1,Epic Canyon,Switzerland,EU
splitthemountain.com,t,,"The website has a booking form that allows users to select programs and dates, confirming bookings with a deposit.",llm_markdown_v1,Shanti Shanti,Bulgaria,EU
moroccomagictravels.com,t,,"The site has 'Book Now' buttons for trips, indicating online booking capability, but no known platform integration.",llm_html,Ds Services Da Silva,Morocco,AF
naturaviva.fi,t,,"The site has a date picker, participant selector, and 'Book now' buttons indicating online booking capability.",llm_html,Natura Viva,Finland,EU
le-diamant-bleu.fr,t,,"The site has 'RESERVEZ' buttons and clear booking UI, indicating online booking capability without a known platform.",llm_html,Le Diamant Bleu,France,EU
stejk.se,f,,The website does not provide any online booking system or direct payment options for experiences.,llm_markdown_v1,Stejk Street Food,Sweden,EU
megareise.no,t,,"The site has a clear booking button linking to an online booking page, indicating booking capability.",llm_html,Mega Reise Gu,Norway,EU
ilovecominoboattrips.com,t,,"The website ilovecominoboattrips.com has a 'Book Now' page where customers can select services and choose preferred date and time, indicating an on-site booking system with date selection. No third-party booking platform widget is mentioned, suggesting a custom or integrated booking system on their own site.",linkup_deep_v1,Comino Getaways Boat Charters,Malta,EU
scalensstudio.com,t,,"The site has a 'Reserve Your Session' button for booking photoshoots, indicating online booking capability.",llm_html,Scalens Studio,United Kingdom,EU
lagostransferservice.com,t,,"The site has a booking form with a date picker, vehicle selection, and a 'Book Now' button, indicating online booking capability.",llm_html,Lagos Transfer Services,Portugal,EU
genevabyebike.com,t,Rezgo,"The site mentions a simple facility to book and pay for e-bike tours, and it includes a link to Rezgo.",llm_html,Geneva By E-Bike,Switzerland,EU
segwaytripvalencia.com,t,,"The site has multiple 'RESERVA' buttons and displays prices, indicating a booking system, but no known platform was identified.",llm_html,Inmuebles E Inversiones La Pobla,Spain,EU
maliatravel.gr,t,,"The site has a booking form with date pickers and a 'Next Step' button, indicating online booking capability.",llm_html,Maliatravel,Greece,EU
seaberlenga.com,t,FareHarbor,"The website uses an iframe from fareharbor.com, indicating an online booking system is available.",llm_html,Seaberlenga,Portugal,EU
whalewatchtenerife.org,t,,"The site has multiple 'Book online' buttons and a guest selector, indicating a booking system, but no known platform was identified.",llm_html,Whale Watch Tenerife,Spain,EU
salineculcasi.it,t,FareHarbor,"The website uses FareHarbor's iframe for booking, indicating online booking capability.",llm_html,Oro Di Sicilia,Italy,EU
from2spain.com,t,,"The site has multiple 'Reservar' buttons and descriptions for tours, indicating a booking system, but no known platform was identified.",llm_html,From2spain,Spain,EU
testament-winery.com,t,,"The site has a 'Rezerviraj' button and mentions booking visits, indicating an online booking capability.",llm_html,Black Island Winery,Croatia,EU
amsterdamtulipstour.com,t,Ticket Tailor,The website has a 'Book Tickets For 2026' link that directs to Ticket Tailor for online booking.,llm_markdown_v1,Holland Experiences,Netherlands,EU
eolofly.com,t,,"The website allows users to select dates and book hot air balloon flights directly, indicating an online booking system.",llm_markdown_v1,Eolofly,Spain,EU
ttyachtscharter.com,t,,"The site has a 'Book Now' button and clear booking UI, but no known booking platform was identified.",llm_html,Tt Yachts Charter,Spain,AF
zwaantje.nl,t,,"The site has direct links for online reservations and booking buttons, indicating an online booking capability.",llm_html,Zwaantje Giethoorn Rondvaartbedrijf,Netherlands,EU
sicicla.it,t,,"The site allows online booking and payments, with clear booking UI and cashless payment options, but no specific platform was identified.",llm_html,Sicycling Tours,Italy,EU
pandoraspeedboat.hr,t,,"The website has a 'BOOK' button linking to a pricing section, indicating online booking capability, but no known platform is identified.",llm_html,Pandora Speed Boat Zadar,Croatia,EU
pontadapiedadetours.pt,t,FareHarbor,"The website uses FareHarbor's iframe for booking, indicating online booking capability.",llm_html,Ponta Da Piedade Tours,Portugal,EU
fidelitytravel.gr,t,,"The site has 'Book now' buttons and links to excursions and transfers, indicating booking capability.",llm_html,Fidelity Travel,Greece,EU
excursiicazaneledunarii.ro,t,,"The site has clear booking UI with price displays and 'Cumpără!' buttons, indicating online booking capability.",llm_html,Excursii Cazanele DunăRii,Romania,EU
aurorapointrovaniemi.com,t,,"The site allows online booking and payment directly, with a 'Book Now' button and clear instructions for booking.",llm_html,PeräPohjolan Taksi,Finland,EU
villawolax.fi,f,,No evidence of an online booking system or relevant booking platform found in the scraped content.,llm_markdown_v1,Villa Wolax,Finland,EU
orizzontilakecomo.com,f,,The scraped content does not indicate any online booking system or payment options.,llm_markdown_v1,Seixsette,Italy,EU
skevoscruises.gr,t,,"The site has a 'Book your Cruise' link, indicating booking capability, but no known platform was identified.",llm_html,Συμπλοιοκτησία Παστρικός Μιχάλης,Greece,EU
hornblowermalta.com,t,,"The website has clear booking UI with options to explore cruises and pricing, but no known booking platform was identified.",llm_html,Cominoplus,Malta,EU
luckyaurora.net,t,Viator,The website includes a direct link to a Viator booking page for the 'Magical aurora hunt'.,llm_html,Lucky Aurora,Finland,EU
pompei.srl,t,,"The site has 'BOOK NOW' buttons for experiences, indicating online booking capability, but no known platform is identified.",llm_html,Tempio Transfer By Luigi,Italy,EU
bikethecity.ro,f,,The website does not provide an online booking system; it only offers contact options for inquiries.,llm_markdown_v1,Bike The City Bucharest,Romania,EU
comunicair.pt,f,,No online booking system found; only links for more information and no direct booking options.,llm_markdown_v1,Comunicair ComunicaÇÃO E Balonismo,Portugal,EU
flamenco-shows.com,t,,"The site has clear booking buttons and ticket prices, indicating online booking capability without a known platform.",llm_html,Taberna Flamenca El Cortijo,Spain,EU
nomadtourscr.com,t,WooCommerce,The presence of a checkout page indicates an online booking system using WooCommerce.,llm_markdown_v1,Nomad S.R.L.,Costa Rica,NA
baltictour.com,f,,The website does not provide an online booking system; it only offers contact for inquiries.,llm_markdown_v1,Baltia Tour,Lithuania,EU
futurismo.pt,t,,"The site has clear booking UI with 'Book Now' buttons and date selectors, indicating online booking capability.",llm_html,Futurismo Pico Azores Adventures,,
capriletitbe.com,t,,"The site has multiple 'Book' buttons with pricing and service details, indicating an online booking system.",llm_html,Get Your Gozzo,Italy,EU
walksinamsterdam.nl,t,FareHarbor,The site has multiple 'Book now' buttons linking to FareHarbor for booking and payment.,llm_html,Walks In Amsterdam,Netherlands,EU
bigbustours.com,t,,"The website offers 'Jetzt kaufen' buttons for tickets, indicating an online booking system.",llm_markdown_v1,Big Bus Tours Berlin,United Kingdom,AS
airporttransfersbelfast.com,t,,"The site has a 'Book Online Now' button and clear booking UI, indicating online booking capability.",llm_html,Atb Executive Travel,United Kingdom,EU
trapitava.com,f,,"The website requires reservations via phone or email, with no online booking system present.",llm_markdown_v1,Trapitava.Com,Latvia,EU
pirateparasailing.com,t,FareHarbor,"The website contains an iframe from FareHarbor, indicating an online booking system.",llm_html,Kevin John Nelmes,United States,EU
cracowholidays.com,t,,"The site has multiple 'Book' buttons for tours, indicating an online booking system, but no known platform was identified.",llm_html,Cracow Holidays,Poland,EU
apulianexperience.com,f,,The website does not provide an online booking system; it only offers contact forms and inquiries for reservations.,llm_markdown_v1,Geri Emilio,Italy,EU
echappeeverte.com,f,,No online booking system found; only mentions of online registration without a direct booking interface.,llm_html,L'éChappéE Verte,France,EU
etnaest.com,t,,"The site has clear booking UI with 'Scegli la tua esperienza' button and pricing, but no known booking platform found.",llm_html,Etna Est Di Finocchiaro Carmelo,Italy,EU
tuktuktapas.com,t,,The website allows users to book tours directly through links with clear pricing and booking buttons.,llm_html,Tuktuk Tapas,Spain,EU
socarafting.si,t,,"The website has a booking system with a 'Rezerviraj' button, allowing users to select dates and participants.",llm_markdown_v1,Soca Rafting,Slovenia,EU
rainbowtoursstockholm.com,t,,"The site has multiple 'Times and Bookings' buttons leading to booking options, indicating an online booking system.",llm_html,Rainbow Tours Stockholm,Sweden,EU
shannonaviationmuseum.com,t,,"Multiple 'Book Now' buttons are present, indicating online booking capability, but no known platform is identified.",llm_html,Irish Aviation Foundation Limited,Ireland,EU
adventuresport.co.uk,t,FareHarbor,"The website uses FareHarbor's iframe for booking, indicating online booking capability.",llm_html,Adventure Sports,United Kingdom,EU
outlanderstours.com,t,,"The site has clear booking buttons and links to a booking calendar, indicating online booking capability.",llm_html,Raphael De Paula Mattos,Portugal,EU
stancesup.com,t,,"The site has a 'RESERVA JÁ' button linking to a kayak tour page, indicating booking capability without a known platform.",llm_html,Luar Auspicioso,Portugal,EU
luleatravel.com,t,,"The website has clear booking UI with multiple 'Show more' buttons leading to detailed travel packages, indicating online booking capability.",llm_html,Luleå Travel,Sweden,EU
ibextourssantorini.com,f,,The website does not provide any direct online booking options or payment systems; it only offers 'Explore' links.,llm_markdown_v1,Santorini Golden Ibex Events & Tours,Greece,EU
outdoor-slovenia.com,t,,"The site has a 'BOOK NOW' button linking to a shop page, indicating online booking capability.",llm_html,ŠPortne Dejavnosti ŠUbelj,Slovenia,EU
warwick-castle.com,t,,"The site has multiple 'Book now' buttons and clear booking UI, but no known booking platform was detected.",llm_html,Bookinguide,United Kingdom,EU
alpinefleet.com,t,,"The site has a date picker, passenger selector, and booking buttons indicating an online booking system.",llm_html,Alpine Fleet,France,EU
madeira-seekers.com,t,,"The site has clear booking UI with date selectors and 'Book Now' buttons, but no known booking platform was identified.",llm_html,Madeira Seekers,Portugal,EU
bohemia-balon.cz,t,,"The website has a custom booking form on their own domain where customers can select flight type, location, date preferences, and enter personal details to reserve a balloon flight date. The form includes date selection and guest information but does not redirect to any third-party marketplace.",linkup_deep_v1,Barevny Balon,Czech Republic,EU
brijuniexcursions.com,t,,"The site has a booking form with a date picker and guest selector, allowing online reservations.",llm_html,Izlet,Croatia,EU
mijnpraagtours.nl,t,,"The site has multiple 'Book now' buttons and clear tour descriptions, indicating online booking capability.",llm_html,Mijn Praag Tours,Czech Republic,EU
escursi.com,t,,"The site has a date picker, a 'Cerca' button, and displays prices, indicating a booking system without a known platform.",llm_html,Escursì,Italy,EU
wyndingroadtours.co.uk,t,FareHarbor,"The website uses FareHarbor's iframe for booking, indicating online booking capability.",llm_html,Wynding Road Tours,United Kingdom,EU
damafactory.fr,f,,No evidence of an online booking system or relevant booking platform found in the scraped content.,llm_markdown_v1,Dama Deauville,France,EU
santimaris.com,t,,"The site has clear booking UI with 'Explore Our Boats' and 'View More' buttons, indicating booking capability.",llm_html,Santimaris,Greece,EU
rmtourportugal.com,t,Amelia,"The site has an online booking system with clear booking UI, including buttons to purchase experiences.",llm_html,Rm Tour,Portugal,EU
bicyclerental.lv,t,FareHarbor,"The site uses an iframe from fareharbor.com, indicating an online booking system is available.",llm_html,Velobalt,Latvia,EU
3dtrickart-rostock.de,t,Eversports,The site has a direct link to an online booking system via Eversports with a clear 'Online-Buchung' button.,llm_html,3D TrickArt Museum Rostock,Germany,EU
newavelugano.ch,f,,The website does not have an online booking system; it primarily offers contact options for reservations.,llm_markdown_v1,Newave Sagl,Switzerland,EU
sprinks-farm.co.uk,f,,The website does not provide an online booking system; it only offers contact information for inquiries.,llm_markdown_v1,Igloo (Project Consultants),United Kingdom,EU
lallytours.com,t,,"The site has multiple 'BOOK NOW' buttons and clear pricing, indicating an online booking system without a known platform.",llm_html,Lally Coach Hire,Ireland,EU
108elemental.com,t,Peek,"The site has a 'Book Now' button linked to a Peek booking URL, indicating online booking capability.",llm_html,,United States,NA
seilskuter-oslo.no,t,,"The site has clear booking buttons for experiences, indicating online booking capability without a known platform.",llm_html,Seilskuter I SæRklasse,Norway,EU
optimustours.com,t,Bokun,"The website features a booking system powered by Bokun, allowing users to select dates and book tours directly.",llm_markdown_v1,Optimustours,Spain,EU
paragliding-tirol.com,t,,"The site has multiple 'Jetzt buchen' buttons with pricing, indicating online booking capability, but no known platform was found.",llm_html,Paragliding Tirol,Austria,EU
kujalanporotila.com,t,,"The site mentions booking visits via a specific page or phone, indicating a booking system but lacks a known platform.",llm_html,Kujalan Porotila,Finland,EU
pugliaonbike.it,t,,"The site has a date picker and a booking button, indicating online booking capability.",llm_html,Puglia On Bike,Italy,EU
welcometogouda.com,f,,The scraped content does not indicate any online booking system or relevant booking platform.,llm_markdown_v1,Gouda City Tours,Netherlands,EU
azoreanactiveblueberry.com,t,,"The site has multiple 'Book Now' buttons and clear pricing, indicating an online booking system without a known platform.",llm_html,"Azorean Active Blueberry - AnimaçãO TuríStica, Unipessoal Lda",Portugal,EU
ecoach.fi,f,,No booking system or UI elements found; only options to make an offer for domain purchase.,llm_html,E-Coach,,EU
